Loading PyTorch/Python3.11
  Loading requirement: Python/Python3.11 cuda/cuda-11.6
[Gen 451 | Timestep 0] Prompt Length: 7 | Generated Tokens: 8015 | Reward: -33849
[Gen 490 | Timestep 12] Prompt Length: 7 | Generated Tokens: 1495 | Reward: -72969
[Gen 490 | Timestep 13] Prompt Length: 7 | Generated Tokens: 1735 | Reward: -71529
[Gen 490 | Timestep 14] Prompt Length: 7 | Generated Tokens: 900 | Reward: -76539
[Gen 490 | Timestep 15] Prompt Length: 7 | Generated Tokens: 2074 | Reward: -69495
[Gen 490 | Timestep 16] Prompt Length: 7 | Generated Tokens: 5710 | Reward: -47679
[Gen 490 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16241 | Reward: 15507
Generation 490 SUMMARY: {"generation": 490, "population": [{"prompt_length": 7, "reward": -81057}, {"prompt_length": 7, "reward": -5373}, {"prompt_length": 7, "reward": -72111}, {"prompt_length": 7, "reward": -71085}, {"prompt_length": 7, "reward": -48513}, {"prompt_length": 7, "reward": -59001}, {"prompt_length": 7, "reward": -74355}, {"prompt_length": 7, "reward": -68841}, {"prompt_length": 7, "reward": -59493}, {"prompt_length": 7, "reward": -33297}, {"prompt_length": 7, "reward": -32055}, {"prompt_length": 7, "reward": -58425}, {"prompt_length": 7, "reward": -72969}, {"prompt_length": 7, "reward": -71529}, {"prompt_length": 7, "reward": -76539}, {"prompt_length": 7, "reward": -69495}, {"prompt_length": 7, "reward": -47679}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 15507}], "best_reward": 16374, "average_reward": -47678.5}
--- End of Generation 490 ---

[Gen 491 | Timestep 0] Prompt Length: 7 | Generated Tokens: 1336 | Reward: -73923
[Gen 491 | Timestep 1] Prompt Length: 7 | Generated Tokens: 10055 | Reward: -21609
[Gen 491 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 4] Prompt Length: 7 | Generated Tokens: 8854 | Reward: -28815
[Gen 491 | Timestep 5] Prompt Length: 7 | Generated Tokens: 7901 | Reward: -34533
[Gen 491 | Timestep 6] Prompt Length: 7 | Generated Tokens: 384 | Reward: -79635
[Gen 491 | Timestep 7] Prompt Length: 7 | Generated Tokens: 5592 | Reward: -48387
[Gen 491 | Timestep 8] Prompt Length: 7 | Generated Tokens: 10682 | Reward: -17847
[Gen 491 | Timestep 9] Prompt Length: 7 | Generated Tokens: 6147 | Reward: -45057
[Gen 491 | Timestep 10] Prompt Length: 7 | Generated Tokens: 6013 | Reward: -45861
[Gen 491 | Timestep 11] Prompt Length: 7 | Generated Tokens: 5317 | Reward: -50037
[Gen 491 | Timestep 12] Prompt Length: 7 | Generated Tokens: 9216 | Reward: -26643
[Gen 491 | Timestep 13] Prompt Length: 7 | Generated Tokens: 3376 | Reward: -61683
[Gen 491 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 15] Prompt Length: 7 | Generated Tokens: 2312 | Reward: -68067
[Gen 491 | Timestep 16] Prompt Length: 7 | Generated Tokens: 2732 | Reward: -65547
[Gen 491 | Timestep 17] Prompt Length: 7 | Generated Tokens: 2896 | Reward: -64563
[Gen 491 | Timestep 18] Prompt Length: 7 | Generated Tokens: 806 | Reward: -77103
[Gen 491 | Timestep 19] Prompt Length: 7 | Generated Tokens: 1114 | Reward: -75255
Generation 491 SUMMARY: {"generation": 491, "population": [{"prompt_length": 7, "reward": -73923}, {"prompt_length": 7, "reward": -21609}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -28815}, {"prompt_length": 7, "reward": -34533}, {"prompt_length": 7, "reward": -79635}, {"prompt_length": 7, "reward": -48387}, {"prompt_length": 7, "reward": -17847}, {"prompt_length": 7, "reward": -45057}, {"prompt_length": 7, "reward": -45861}, {"prompt_length": 7, "reward": -50037}, {"prompt_length": 7, "reward": -26643}, {"prompt_length": 7, "reward": -61683}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -68067}, {"prompt_length": 7, "reward": -65547}, {"prompt_length": 7, "reward": -64563}, {"prompt_length": 7, "reward": -77103}, {"prompt_length": 7, "reward": -75255}], "best_reward": 16374, "average_reward": -41772.75}
--- End of Generation 491 ---

[Gen 492 | Timestep 0] Prompt Length: 7 | Generated Tokens: 8290 | Reward: -32199
[Gen 492 | Timestep 1] Prompt Length: 7 | Generated Tokens: 2311 | Reward: -68073
[Gen 492 | Timestep 2] Prompt Length: 7 | Generated Tokens: 8203 | Reward: -32721
[Gen 492 | Timestep 3] Prompt Length: 7 | Generated Tokens: 4729 | Reward: -53565
[Gen 492 | Timestep 4] Prompt Length: 7 | Generated Tokens: 761 | Reward: -77373
[Gen 492 | Timestep 5] Prompt Length: 7 | Generated Tokens: 6442 | Reward: -43287
[Gen 492 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 8] Prompt Length: 7 | Generated Tokens: 5900 | Reward: -46539
[Gen 492 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 10] Prompt Length: 7 | Generated Tokens: 1089 | Reward: -75405
[Gen 492 | Timestep 11] Prompt Length: 7 | Generated Tokens: 4474 | Reward: -55095
[Gen 492 | Timestep 12] Prompt Length: 7 | Generated Tokens: 3365 | Reward: -61749
[Gen 492 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 14] Prompt Length: 7 | Generated Tokens: 2818 | Reward: -65031
[Gen 492 | Timestep 15] Prompt Length: 7 | Generated Tokens: 2704 | Reward: -65715
[Gen 492 | Timestep 16] Prompt Length: 7 | Generated Tokens: 2193 | Reward: -68781
[Gen 492 | Timestep 17] Prompt Length: 7 | Generated Tokens: 11551 | Reward: -12633
[Gen 492 | Timestep 18] Prompt Length: 7 | Generated Tokens: 15922 | Reward: 13593
[Gen 492 | Timestep 19] Prompt Length: 7 | Generated Tokens: 1169 | Reward: -74925
Generation 492 SUMMARY: {"generation": 492, "population": [{"prompt_length": 7, "reward": -32199}, {"prompt_length": 7, "reward": -68073}, {"prompt_length": 7, "reward": -32721}, {"prompt_length": 7, "reward": -53565}, {"prompt_length": 7, "reward": -77373}, {"prompt_length": 7, "reward": -43287}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -46539}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -75405}, {"prompt_length": 7, "reward": -55095}, {"prompt_length": 7, "reward": -61749}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -65031}, {"prompt_length": 7, "reward": -65715}, {"prompt_length": 7, "reward": -68781}, {"prompt_length": 7, "reward": -12633}, {"prompt_length": 7, "reward": 13593}, {"prompt_length": 7, "reward": -74925}], "best_reward": 16374, "average_reward": -37700.9}
--- End of Generation 492 ---

[Gen 493 | Timestep 0] Prompt Length: 7 | Generated Tokens: 4826 | Reward: -52983
[Gen 493 | Timestep 1] Prompt Length: 7 | Generated Tokens: 5801 | Reward: -47133
[Gen 493 | Timestep 2] Prompt Length: 7 | Generated Tokens: 3019 | Reward: -63825
[Gen 493 | Timestep 3] Prompt Length: 7 | Generated Tokens: 5760 | Reward: -47379
[Gen 493 | Timestep 4] Prompt Length: 7 | Generated Tokens: 1411 | Reward: -73473
[Gen 493 | Timestep 5] Prompt Length: 7 | Generated Tokens: 1568 | Reward: -72531
[Gen 493 | Timestep 6] Prompt Length: 7 | Generated Tokens: 15856 | Reward: 13197
[Gen 493 | Timestep 7] Prompt Length: 7 | Generated Tokens: 6537 | Reward: -42717
[Gen 493 | Timestep 8] Prompt Length: 7 | Generated Tokens: 7577 | Reward: -36477
[Gen 493 | Timestep 9] Prompt Length: 7 | Generated Tokens: 11923 | Reward: -10401
[Gen 493 | Timestep 10] Prompt Length: 7 | Generated Tokens: 7016 | Reward: -39843
[Gen 493 | Timestep 11] Prompt Length: 7 | Generated Tokens: 5815 | Reward: -47049
[Gen 493 | Timestep 12] Prompt Length: 7 | Generated Tokens: 4897 | Reward: -52557
[Gen 493 | Timestep 13] Prompt Length: 7 | Generated Tokens: 6615 | Reward: -42249
[Gen 493 | Timestep 14] Prompt Length: 7 | Generated Tokens: 13777 | Reward: 723
[Gen 493 | Timestep 15] Prompt Length: 7 | Generated Tokens: 8721 | Reward: -29613
[Gen 493 | Timestep 16] Prompt Length: 7 | Generated Tokens: 7378 | Reward: -37671
[Gen 493 | Timestep 17] Prompt Length: 7 | Generated Tokens: 7679 | Reward: -35865
[Gen 493 | Timestep 18] Prompt Length: 7 | Generated Tokens: 101 | Reward: -81333
[Gen 493 | Timestep 19] Prompt Length: 7 | Generated Tokens: 633 | Reward: -78141
Generation 493 SUMMARY: {"generation": 493, "population": [{"prompt_length": 7, "reward": -52983}, {"prompt_length": 7, "reward": -47133}, {"prompt_length": 7, "reward": -63825}, {"prompt_length": 7, "reward": -47379}, {"prompt_length": 7, "reward": -73473}, {"prompt_length": 7, "reward": -72531}, {"prompt_length": 7, "reward": 13197}, {"prompt_length": 7, "reward": -42717}, {"prompt_length": 7, "reward": -36477}, {"prompt_length": 7, "reward": -10401}, {"prompt_length": 7, "reward": -39843}, {"prompt_length": 7, "reward": -47049}, {"prompt_length": 7, "reward": -52557}, {"prompt_length": 7, "reward": -42249}, {"prompt_length": 7, "reward": 723}, {"prompt_length": 7, "reward": -29613}, {"prompt_length": 7, "reward": -37671}, {"prompt_length": 7, "reward": -35865}, {"prompt_length": 7, "reward": -81333}, {"prompt_length": 7, "reward": -78141}], "best_reward": 16374, "average_reward": -43866.0}
--- End of Generation 493 ---

[Gen 494 | Timestep 0] Prompt Length: 7 | Generated Tokens: 9002 | Reward: -27927
[Gen 494 | Timestep 1] Prompt Length: 7 | Generated Tokens: 1661 | Reward: -71973
[Gen 494 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 3] Prompt Length: 7 | Generated Tokens: 8645 | Reward: -30069
[Gen 494 | Timestep 4] Prompt Length: 7 | Generated Tokens: 1601 | Reward: -72333
[Gen 494 | Timestep 5] Prompt Length: 7 | Generated Tokens: 7114 | Reward: -39255
[Gen 494 | Timestep 6] Prompt Length: 7 | Generated Tokens: 2334 | Reward: -67935
[Gen 494 | Timestep 7] Prompt Length: 7 | Generated Tokens: 1150 | Reward: -75039
[Gen 494 | Timestep 8] Prompt Length: 7 | Generated Tokens: 6824 | Reward: -40995
[Gen 494 | Timestep 9] Prompt Length: 7 | Generated Tokens: 10559 | Reward: -18585
[Gen 494 | Timestep 10] Prompt Length: 7 | Generated Tokens: 3257 | Reward: -62397
[Gen 494 | Timestep 11] Prompt Length: 7 | Generated Tokens: 11044 | Reward: -15675
[Gen 494 | Timestep 12] Prompt Length: 7 | Generated Tokens: 5351 | Reward: -49833
[Gen 494 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 15] Prompt Length: 7 | Generated Tokens: 4293 | Reward: -56181
[Gen 494 | Timestep 16] Prompt Length: 7 | Generated Tokens: 3702 | Reward: -59727
[Gen 494 | Timestep 17] Prompt Length: 7 | Generated Tokens: 3836 | Reward: -58923
[Gen 494 | Timestep 18] Prompt Length: 7 | Generated Tokens: 2685 | Reward: -65829
[Gen 494 | Timestep 19] Prompt Length: 7 | Generated Tokens: 2357 | Reward: -67797
Generation 494 SUMMARY: {"generation": 494, "population": [{"prompt_length": 7, "reward": -27927}, {"prompt_length": 7, "reward": -71973}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -30069}, {"prompt_length": 7, "reward": -72333}, {"prompt_length": 7, "reward": -39255}, {"prompt_length": 7, "reward": -67935}, {"prompt_length": 7, "reward": -75039}, {"prompt_length": 7, "reward": -40995}, {"prompt_length": 7, "reward": -18585}, {"prompt_length": 7, "reward": -62397}, {"prompt_length": 7, "reward": -15675}, {"prompt_length": 7, "reward": -49833}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -56181}, {"prompt_length": 7, "reward": -59727}, {"prompt_length": 7, "reward": -58923}, {"prompt_length": 7, "reward": -65829}, {"prompt_length": 7, "reward": -67797}], "best_reward": 16374, "average_reward": -41568.15}
--- End of Generation 494 ---

[Gen 495 | Timestep 0] Prompt Length: 7 | Generated Tokens: 42 | Reward: -81687
[Gen 495 | Timestep 1] Prompt Length: 7 | Generated Tokens: 5005 | Reward: -51909
[Gen 495 | Timestep 2] Prompt Length: 7 | Generated Tokens: 8671 | Reward: -29913
[Gen 495 | Timestep 3] Prompt Length: 7 | Generated Tokens: 8172 | Reward: -32907
[Gen 495 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 5] Prompt Length: 7 | Generated Tokens: 11686 | Reward: -11823
[Gen 495 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16148 | Reward: 14949
[Gen 495 | Timestep 8] Prompt Length: 7 | Generated Tokens: 4576 | Reward: -54483
[Gen 495 | Timestep 9] Prompt Length: 7 | Generated Tokens: 2256 | Reward: -68403
[Gen 495 | Timestep 10] Prompt Length: 7 | Generated Tokens: 2713 | Reward: -65661
[Gen 495 | Timestep 11] Prompt Length: 7 | Generated Tokens: 3507 | Reward: -60897
[Gen 495 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16282 | Reward: 15753
[Gen 495 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 14] Prompt Length: 7 | Generated Tokens: 4787 | Reward: -53217
[Gen 495 | Timestep 15] Prompt Length: 7 | Generated Tokens: 2224 | Reward: -68595
[Gen 495 | Timestep 16] Prompt Length: 7 | Generated Tokens: 6643 | Reward: -42081
[Gen 495 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 18] Prompt Length: 7 | Generated Tokens: 9905 | Reward: -22509
[Gen 495 | Timestep 19] Prompt Length: 7 | Generated Tokens: 9031 | Reward: -27753
Generation 495 SUMMARY: {"generation": 495, "population": [{"prompt_length": 7, "reward": -81687}, {"prompt_length": 7, "reward": -51909}, {"prompt_length": 7, "reward": -29913}, {"prompt_length": 7, "reward": -32907}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -11823}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 14949}, {"prompt_length": 7, "reward": -54483}, {"prompt_length": 7, "reward": -68403}, {"prompt_length": 7, "reward": -65661}, {"prompt_length": 7, "reward": -60897}, {"prompt_length": 7, "reward": 15753}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -53217}, {"prompt_length": 7, "reward": -68595}, {"prompt_length": 7, "reward": -42081}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -22509}, {"prompt_length": 7, "reward": -27753}], "best_reward": 16374, "average_reward": -28782.8}
--- End of Generation 495 ---

[Gen 496 | Timestep 0] Prompt Length: 7 | Generated Tokens: 3988 | Reward: -58011
[Gen 496 | Timestep 1] Prompt Length: 7 | Generated Tokens: 620 | Reward: -78219
[Gen 496 | Timestep 2] Prompt Length: 7 | Generated Tokens: 8659 | Reward: -29985
[Gen 496 | Timestep 3] Prompt Length: 7 | Generated Tokens: 2774 | Reward: -65295
[Gen 496 | Timestep 4] Prompt Length: 7 | Generated Tokens: 1120 | Reward: -75219
[Gen 496 | Timestep 5] Prompt Length: 7 | Generated Tokens: 10015 | Reward: -21849
[Gen 496 | Timestep 6] Prompt Length: 7 | Generated Tokens: 11483 | Reward: -13041
[Gen 496 | Timestep 7] Prompt Length: 7 | Generated Tokens: 5394 | Reward: -49575
[Gen 496 | Timestep 8] Prompt Length: 7 | Generated Tokens: 3616 | Reward: -60243
[Gen 496 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 496 | Timestep 10] Prompt Length: 7 | Generated Tokens: 2696 | Reward: -65763
[Gen 496 | Timestep 11] Prompt Length: 7 | Generated Tokens: 5411 | Reward: -49473
[Gen 496 | Timestep 12] Prompt Length: 7 | Generated Tokens: 6872 | Reward: -40707
[Gen 496 | Timestep 13] Prompt Length: 7 | Generated Tokens: 4484 | Reward: -55035
[Gen 496 | Timestep 14] Prompt Length: 7 | Generated Tokens: 10235 | Reward: -20529
[Gen 496 | Timestep 15] Prompt Length: 7 | Generated Tokens: 1123 | Reward: -75201
[Gen 496 | Timestep 16] Prompt Length: 7 | Generated Tokens: 1515 | Reward: -72849
[Gen 496 | Timestep 17] Prompt Length: 7 | Generated Tokens: 10012 | Reward: -21867
[Gen 496 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 496 | Timestep 19] Prompt Length: 7 | Generated Tokens: 2659 | Reward: -65985
Generation 496 SUMMARY: {"generation": 496, "population": [{"prompt_length": 7, "reward": -58011}, {"prompt_length": 7, "reward": -78219}, {"prompt_length": 7, "reward": -29985}, {"prompt_length": 7, "reward": -65295}, {"prompt_length": 7, "reward": -75219}, {"prompt_length": 7, "reward": -21849}, {"prompt_length": 7, "reward": -13041}, {"prompt_length": 7, "reward": -49575}, {"prompt_length": 7, "reward": -60243}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -65763}, {"prompt_length": 7, "reward": -49473}, {"prompt_length": 7, "reward": -40707}, {"prompt_length": 7, "reward": -55035}, {"prompt_length": 7, "reward": -20529}, {"prompt_length": 7, "reward": -75201}, {"prompt_length": 7, "reward": -72849}, {"prompt_length": 7, "reward": -21867}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -65985}], "best_reward": 16374, "average_reward": -44305.3}
--- End of Generation 496 ---

[Gen 497 | Timestep 0] Prompt Length: 7 | Generated Tokens: 979 | Reward: -76065
[Gen 497 | Timestep 1] Prompt Length: 7 | Generated Tokens: 14488 | Reward: 4989
[Gen 497 | Timestep 2] Prompt Length: 7 | Generated Tokens: 1006 | Reward: -75903
[Gen 497 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 497 | Timestep 4] Prompt Length: 7 | Generated Tokens: 225 | Reward: -80589
[Gen 497 | Timestep 5] Prompt Length: 7 | Generated Tokens: 1497 | Reward: -72957
[Gen 497 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 497 | Timestep 7] Prompt Length: 7 | Generated Tokens: 4094 | Reward: -57375
[Gen 497 | Timestep 8] Prompt Length: 7 | Generated Tokens: 11533 | Reward: -12741
[Gen 497 | Timestep 9] Prompt Length: 7 | Generated Tokens: 10730 | Reward: -17559
[Gen 497 | Timestep 10] Prompt Length: 7 | Generated Tokens: 1825 | Reward: -70989
[Gen 497 | Timestep 11] Prompt Length: 7 | Generated Tokens: 5286 | Reward: -50223
[Gen 497 | Timestep 12] Prompt Length: 7 | Generated Tokens: 12232 | Reward: -8547
[Gen 497 | Timestep 13] Prompt Length: 7 | Generated Tokens: 5222 | Reward: -50607
[Gen 497 | Timestep 14] Prompt Length: 7 | Generated Tokens: 9723 | Reward: -23601
[Gen 497 | Timestep 15] Prompt Length: 7 | Generated Tokens: 9549 | Reward: -24645
[Gen 497 | Timestep 16] Prompt Length: 7 | Generated Tokens: 1321 | Reward: -74013
[Gen 497 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 497 | Timestep 18] Prompt Length: 7 | Generated Tokens: 15229 | Reward: 9435
[Gen 497 | Timestep 19] Prompt Length: 7 | Generated Tokens: 13782 | Reward: 753
Generation 497 SUMMARY: {"generation": 497, "population": [{"prompt_length": 7, "reward": -76065}, {"prompt_length": 7, "reward": 4989}, {"prompt_length": 7, "reward": -75903}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -80589}, {"prompt_length": 7, "reward": -72957}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -57375}, {"prompt_length": 7, "reward": -12741}, {"prompt_length": 7, "reward": -17559}, {"prompt_length": 7, "reward": -70989}, {"prompt_length": 7, "reward": -50223}, {"prompt_length": 7, "reward": -8547}, {"prompt_length": 7, "reward": -50607}, {"prompt_length": 7, "reward": -23601}, {"prompt_length": 7, "reward": -24645}, {"prompt_length": 7, "reward": -74013}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 9435}, {"prompt_length": 7, "reward": 753}], "best_reward": 16374, "average_reward": -31576.35}
--- End of Generation 497 ---

[Gen 498 | Timestep 0] Prompt Length: 7 | Generated Tokens: 8572 | Reward: -30507
[Gen 498 | Timestep 1] Prompt Length: 7 | Generated Tokens: 10557 | Reward: -18597
[Gen 498 | Timestep 2] Prompt Length: 7 | Generated Tokens: 4743 | Reward: -53481
[Gen 498 | Timestep 3] Prompt Length: 7 | Generated Tokens: 11329 | Reward: -13965
[Gen 498 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 498 | Timestep 5] Prompt Length: 7 | Generated Tokens: 7086 | Reward: -39423
[Gen 498 | Timestep 6] Prompt Length: 7 | Generated Tokens: 10574 | Reward: -18495
[Gen 498 | Timestep 7] Prompt Length: 7 | Generated Tokens: 8572 | Reward: -30507
[Gen 498 | Timestep 8] Prompt Length: 7 | Generated Tokens: 9553 | Reward: -24621
[Gen 498 | Timestep 9] Prompt Length: 7 | Generated Tokens: 11054 | Reward: -15615
[Gen 498 | Timestep 10] Prompt Length: 7 | Generated Tokens: 5380 | Reward: -49659
[Gen 498 | Timestep 11] Prompt Length: 7 | Generated Tokens: 4989 | Reward: -52005
[Gen 498 | Timestep 12] Prompt Length: 7 | Generated Tokens: 1803 | Reward: -71121
[Gen 498 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 498 | Timestep 14] Prompt Length: 7 | Generated Tokens: 2960 | Reward: -64179
[Gen 498 | Timestep 15] Prompt Length: 7 | Generated Tokens: 1498 | Reward: -72951
[Gen 498 | Timestep 16] Prompt Length: 7 | Generated Tokens: 3084 | Reward: -63435
[Gen 498 | Timestep 17] Prompt Length: 7 | Generated Tokens: 1077 | Reward: -75477
[Gen 498 | Timestep 18] Prompt Length: 7 | Generated Tokens: 3653 | Reward: -60021
[Gen 498 | Timestep 19] Prompt Length: 7 | Generated Tokens: 905 | Reward: -76509
Generation 498 SUMMARY: {"generation": 498, "population": [{"prompt_length": 7, "reward": -30507}, {"prompt_length": 7, "reward": -18597}, {"prompt_length": 7, "reward": -53481}, {"prompt_length": 7, "reward": -13965}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -39423}, {"prompt_length": 7, "reward": -18495}, {"prompt_length": 7, "reward": -30507}, {"prompt_length": 7, "reward": -24621}, {"prompt_length": 7, "reward": -15615}, {"prompt_length": 7, "reward": -49659}, {"prompt_length": 7, "reward": -52005}, {"prompt_length": 7, "reward": -71121}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -64179}, {"prompt_length": 7, "reward": -72951}, {"prompt_length": 7, "reward": -63435}, {"prompt_length": 7, "reward": -75477}, {"prompt_length": 7, "reward": -60021}, {"prompt_length": 7, "reward": -76509}], "best_reward": 16374, "average_reward": -39891.4}
--- End of Generation 498 ---

[Gen 499 | Timestep 0] Prompt Length: 7 | Generated Tokens: 4897 | Reward: -52557
[Gen 499 | Timestep 1] Prompt Length: 7 | Generated Tokens: 2754 | Reward: -65415
[Gen 499 | Timestep 2] Prompt Length: 7 | Generated Tokens: 3447 | Reward: -61257
[Gen 499 | Timestep 3] Prompt Length: 7 | Generated Tokens: 11872 | Reward: -10707
[Gen 499 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 499 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 499 | Timestep 6] Prompt Length: 7 | Generated Tokens: 1416 | Reward: -73443
[Gen 499 | Timestep 7] Prompt Length: 7 | Generated Tokens: 1100 | Reward: -75339
[Gen 499 | Timestep 8] Prompt Length: 7 | Generated Tokens: 7567 | Reward: -36537
[Gen 499 | Timestep 9] Prompt Length: 7 | Generated Tokens: 735 | Reward: -77529
[Gen 499 | Timestep 10] Prompt Length: 7 | Generated Tokens: 2090 | Reward: -69399
[Gen 499 | Timestep 11] Prompt Length: 7 | Generated Tokens: 5226 | Reward: -50583
[Gen 499 | Timestep 12] Prompt Length: 7 | Generated Tokens: 311 | Reward: -80073
[Gen 499 | Timestep 13] Prompt Length: 7 | Generated Tokens: 2612 | Reward: -66267
[Gen 499 | Timestep 14] Prompt Length: 7 | Generated Tokens: 797 | Reward: -77157
[Gen 499 | Timestep 15] Prompt Length: 7 | Generated Tokens: 3201 | Reward: -62733
[Gen 499 | Timestep 16] Prompt Length: 7 | Generated Tokens: 2123 | Reward: -69201
[Gen 499 | Timestep 17] Prompt Length: 7 | Generated Tokens: 3285 | Reward: -62229
[Gen 499 | Timestep 18] Prompt Length: 7 | Generated Tokens: 3061 | Reward: -63573
[Gen 499 | Timestep 19] Prompt Length: 7 | Generated Tokens: 12487 | Reward: -7017
Generation 499 SUMMARY: {"generation": 499, "population": [{"prompt_length": 7, "reward": -52557}, {"prompt_length": 7, "reward": -65415}, {"prompt_length": 7, "reward": -61257}, {"prompt_length": 7, "reward": -10707}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -73443}, {"prompt_length": 7, "reward": -75339}, {"prompt_length": 7, "reward": -36537}, {"prompt_length": 7, "reward": -77529}, {"prompt_length": 7, "reward": -69399}, {"prompt_length": 7, "reward": -50583}, {"prompt_length": 7, "reward": -80073}, {"prompt_length": 7, "reward": -66267}, {"prompt_length": 7, "reward": -77157}, {"prompt_length": 7, "reward": -62733}, {"prompt_length": 7, "reward": -69201}, {"prompt_length": 7, "reward": -62229}, {"prompt_length": 7, "reward": -63573}, {"prompt_length": 7, "reward": -7017}], "best_reward": 16374, "average_reward": -51413.8}
--- End of Generation 499 ---

Best prompt found: In quadratic Chal Hence Lieutenant
Best prompt that created 16384 tokens: bud adaptzip maintenance rum modAugust
Test (continuation only):
 General Sir Richard Burton of the Madras Army and Major General Sir John Keane of the Bombay Army proposed a system which, despite reservations from Colonel John Mackenzie Hunter, had the sanction of the British East India Company Council. Their design called for the establishment of three presidency armies of equal strength, each of which had as its commander a lieutenant général or high representative.


The proposal was sent to the Governor General at Fort William, in Bengal, who received it on July 10, 1824. The Governor General and his military advisers responded with a memorandum of their own, outlining concerns about certain features of Burton and Keane's scheme that made administration difficult, especially the establishment of a high representative in northern India. They felt that it would be most appropriately and successfully handled on a province-by-province basis by directing the Governor General in all the presidencies.


